Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125848 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125848 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125848.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125848 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 132039 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 132039 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 132039.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 132039 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 182755 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 182755 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 182755.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 182755 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 190115 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 190115 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 190115.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 190115 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223405 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223405 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223405.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223405 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225206 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225206 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225206.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225206 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225208 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225208 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225208.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225208 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-08 120509 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-08 120509 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-08 120509.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-08 120509 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152407 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152407 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152407.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152407 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152446 — копия.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152446 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152446.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152446 — копия (2).png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-04 215547.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-04 215547 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-05 161845.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-05 161845 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-06 144924.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-06 144924 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-06 145211.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-06 145211 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-06 150307.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-06 150307 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 124959.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 124959 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125638.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125638 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125848 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 125848 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 132039 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 132039 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 182755 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 182755 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223001.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223001 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223052.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223052 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223405 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 223405 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225206 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225206 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225208 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-07 225208 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-08 223319.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-08 223319 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 151927.png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 151927 — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152407 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152407 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152446 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-09 152446 — копия (2) — копия.png
Дубликат найден: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-02 193008 — копия (2).png, удален: C:\Users\hydrogen\Pictures\Screenshots\Снимок экрана 2023-11-02 193008 — копия (2) — копия.png
